,Unnamed: 0,text,labels,txt_len
5672,5672,The rates of transport for iodide and chloride were significantly increased following the expression of pendrin in both cell systems .,O O O O O O O O O O O O O O O O O O O O O,13
5673,5673,"Our results demonstrate that pendrin functions as a transporter of chloride and iodide , but not sulfate , and may provide insight into thyroid physiology and the pathophysiology of Pendred syndrome . .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I O O,13
5674,5674,HFE mutations analysis in 711 hemochromatosis probands : evidence for S65C implication in mild form of hemochromatosis .,O O O O O B O O O O O O O O O O B O,13
5675,5675,Hereditary hemochromatosis ( HH ) is a common autosomal recessive genetic disorder of iron metabolism .,B I O B O O O O B I I I O O O O,13
5676,5676,The HFE candidate gene encoding an HLA class I - like protein involved in HH was identified in 1996 .,O O O O O O O O O O O O O O B O O O O O,13
5677,5677,"Two missense mutations have been described C282Y , accounting for 80 % to 90 % of HH chromosomes , and H63D , which is associated with a milder form of the disease representing 40 % to 70 % of non - C282Y HH chromosomes .",O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O B O O,13
5678,5678,"We report here on the analysis of C282Y , H63D , and the 193A - - > T substitution leading to the S65C missense substitution in a large series of probands and controls .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,13
5679,5679,"The results confirm that the C282Y substitution was the main mutation involved in hemochromatosis , accounting for 85 % of carrier chromosomes , whereas the H63D substitution represented 39 % of the HH chromosomes that did not carry the C282Y mutation .",O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O B O O O O O O O O O,13
5680,5680,"In addition , our screening showed that the S65C substitution was significantly enriched in probands with at least one chromosome without an assigned mutation .",O O O O O O O O O O O O O O O O O O O O O O O O O,13
5681,5681,This substitution accounted for 7 .,O O O O O O,13
5682,5682,8 % of HH chromosomes that were neither C282Y nor H63D .,O O O B O O O O O O O O,13
5683,5683,This enrichment of S65C among HH chromosomes suggests that the S65C substitution is associated with the mild form of hemochromatosis .,O O O O O B O O O O O O O O O O O O O B O,13
5684,5684,Germline BRCA1 alterations in a population - based series of ovarian cancer cases .,O O O O O O O O O O B I O O,13
5685,5685,The objective of this study was to provide more accurate frequency estimates of breast cancer susceptibility gene 1 ( BRCA1 ) germline alterations in the ovarian cancer population .,O O O O O O O O O O O O O B I O O O O O O O O O O B I O O,13
5686,5686,"To achieve this , we determined the prevalence of BRCA1 alterations in a population - based series of consecutive ovarian cancer cases .",O O O O O O O O O O O O O O O O O O O B I O O,13
5687,5687,This is the first population - based ovarian cancer study reporting BRCA1 alterations derived from a comprehensive screen of the entire coding region .,O O O O O O O B I O O O O O O O O O O O O O O O,13
5688,5688,One hundred and seven ovarian cancer cases were analyzed for BRCA1 alterations using the RNase mismatch cleavage assay followed by direct sequencing .,O O O O B I O O O O O O O O O O O O O O O O O,13
5689,5689,"Two truncating mutations , 962del4 and 3600del11 , were identified .",O O O O O O O O O O O,13
5690,5690,Both patients had a family history of breast or ovarian cancer .,O O O O O O O B I I I O,13
5691,5691,"Several novel as well as previously reported uncharacterized variants were also identified , some of which were associated with a family history of cancer .",O O O O O O O O O O O O O O O O O O O O O O O B O,13
5692,5692,The frequency distribution of common polymorphisms was determined in the 91 Caucasian cancer cases in this series and 24 sister controls using allele - specific amplification .,O O O O O O O O O O O O B O O O O O O O O O O O O O O,13
5693,5693,"The rare form of the Q356R polymorphism was significantly ( P = 0 . 03 ) associated with a family history of ovarian cancer , suggesting that this polymorphism may influence ovarian cancer risk .",O O O O O O O O O O O O O O O O O O O O O O B I O O O O O O O B I O O,13
5694,5694,"In summary , our data suggest a role for some uncharacterized variants and rare forms of polymorphisms in determining ovarian cancer risk , and highlight the necessity to screen for missense alterations as well as truncating mutations in this population .",O O O O O O O O O O O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O O,13
5695,5695,Adrenoleukodystrophy - related protein can compensate functionally for adrenoleukodystrophy protein deficiency ( X - ALD ) : implications for therapy .,O O O O O O O O B I I O B I I O O O O O O,13
5696,5696,"Inherited defects in the peroxisomal ATP - binding cassette ( ABC ) transporter adrenoleukodystrophy protein ( ALDP ) lead to the lethal peroxisomal disorder X - linked adrenoleukodystrophy ( X - ALD ) , for which no efficient treatment has been established so far .",B I O O O O O O O O O O O B O O O O O O O O B I B I I I O B I I O O O O O O O O O O O O O,13
5697,5697,"Three other peroxisomal ABC transporters currently are known adrenoleukodystrophy - related protein ( ALDRP ) , 70 kDa peroxisomal membrane protein ( PMP70 ) and PMP70 - related protein .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,13
5698,5698,"By using transient and stable overexpression of human cDNAs encoding ALDP and its closest relative ALDRP , we could restore the impaired peroxisomal beta - oxidation in fibroblasts of X - ALD patients .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I O O,13
5699,5699,The pathognomonic accumulation of very long chain fatty acids could also be prevented by overexpression of ALDRP in immortalized X - ALD cells .,O O O O O O O O O O O O O O O O O O O O O O O O,13
5700,5700,Immunofluorescence analysis demonstrated that the functional replacement of ALDP by ALDRP was not due to stabilization of the mutated ALDP itself .,O O O O O O O O O O O O O O O O O O O O O O,13
5701,5701,"Moreover , we were able to restore the peroxisomal beta - oxidation defect in the liver of ALDP - deficient mice by stimulation of ALDRP and PMP70 gene expression through a dietary treatment with the peroxisome proliferator fenofibrate .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,13
5702,5702,These results suggest that a correction of the biochemical defect in X - ALD could be possible by drug - induced overexpression or ectopic expression of ALDRP . .,O O O O O O O O O O O B I I O O O O O O O O O O O O O O O,13
5703,5703,Centrosome amplification and a defective G2 - M cell cycle checkpoint induce genetic instability in BRCA1 exon 11 isoform - deficient cells .,O O O O O O O O O O O O O O O O O O O O O O O,13
5704,5704,Germline mutations of the Brca1 tumor suppressor gene predispose women to breast and ovarian cancers .,O O O O O B O O O O O B I I I O,13
5705,5705,"To study mechanisms underlying BRCA1 - related tumorigenesis , we derived mouse embryonic fibroblast cells carrying a targeted deletion of exon 11 of the Brca1 gene .",O O O O O O O O O O O O O O O O O O O O O O O O O O O,13
5706,5706,We show that the mutant cells maintain an intact G1 - S cell cycle checkpoint and proliferate poorly .,O O O O O O O O O O O O O O O O O O O,13
5707,5707,"However , a defective G2 - M checkpoint in these cells is accompanied by extensive chromosomal abnormalities .",O O O O O O O O O O O O O O O B I O,13
5708,5708,"Mutant fibroblasts contain multiple , functional centrosomes , which lead to unequal chromosome segregation , abnormal nuclear division , and aneuploidy .",O O O O O O O O O O O O O O O O O O O O B O,13
5709,5709,These data uncover an essential role of BRCA1 in maintaining genetic stability through the regulation of centrosome duplication and the G2 - M checkpoint and provide a molecular basis for the role of BRCA1 in tumorigenesis . .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,13
5710,5710,"Defective CD95 / APO - 1 / Fas signal complex formation in the human autoimmune lymphoproliferative syndrome , type Ia .",O O O O O O O O O O O O O O B I I I I I O,13
5711,5711,Heterozygous mutations in the CD95 ( APO - 1 / Fas ) receptor occur in most individuals with autoimmune lymphoproliferative syndrome ( ALPS ) and dominantly interfere with apoptosis by an unknown mechanism .,O O O O O O O O O O O O O O O O O O B I I O B O O O O O O O O O O O,13
5712,5712,We show that local or global alterations in the structure of the cytoplasmic death domain from nine independent ALPS CD95 death - domain mutations result in a failure to bind the FADD / MORT1 signaling protein .,O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O,13
5713,5713,"Despite heterozygosity for the abnormal allele , lymphocytes from ALPS patients showed markedly decreased FADD association and a loss of caspase recruitment and activation after CD95 crosslinking .",O O O O O O O O O B O O O O O O O O O O O O O O O O O O,13
5714,5714,These data suggest that intracytoplasmic CD95 mutations in ALPS impair apoptosis chiefly by disrupting death - domain interactions with the signaling protein FADD / MORT1 . .,O O O O O O O O B O O O O O O O O O O O O O O O O O O,13
5715,5715,"Analysis of alkaptonuria ( AKU ) mutations and polymorphisms reveals that the CCC sequence motif is a mutational hot spot in the homogentisate 1 , 2 dioxygenase gene ( HGO ) .",O O B O B O O O O O O O O O O O O O O O O O O O O O O O O O O O,13
5716,5716,"We recently showed that alkaptonuria ( AKU ) is caused by loss - of - function mutations in the homogentisate 1 , 2 dioxygenase gene ( HGO ) .",O O O O B O B O O O O O O O O O O O O O O O O O O O O O O,13
5717,5717,Herein we describe haplotype and mutational analyses of HGO in seven new AKU pedigrees .,O O O O O O O O O O O O B O O,13
5718,5718,"These analyses identified two novel single - nucleotide polymorphisms ( INV4 + 31A - - > G and INV11 + 18A - - > G ) and six novel AKU mutations ( INV1 - 1G - - > A , W60G , Y62C , A122D , P230T , and D291E ) , which further illustrates the remarkable allelic heterogeneity found in AKU .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B O,13
5719,5719,"Reexamination of all 29 mutations and polymorphisms thus far described in HGO shows that these nucleotide changes are not randomly distributed ; the CCC sequence motif and its inverted complement , GGG , are preferentially mutated .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,13
5720,5720,"These analyses also demonstrated that the nucleotide substitutions in HGO do not involve CpG dinucleotides , which illustrates important differences between HGO and other genes for the occurrence of mutation at specific short - sequence motifs .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,13
5721,5721,"Because the CCC sequence motifs comprise a significant proportion ( 34 . 5 % ) of all mutated bases that have been observed in HGO , we conclude that the CCC triplet is a mutational hot spot in HGO .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,13
5722,5722,Fabry disease : identification of novel alpha - galactosidase A mutations and molecular carrier detection by use of fluorescent chemical cleavage of mismatches .,B I O O O O O O O O O O O O O O O O O O O O O O,13
5723,5723,Fabry disease ( FD ) ( angiokeratoma corporis diffusum ) is an X - linked inborn error of glycosphingolipid metabolism caused by defects in the lysosomal alpha - galactosidase A gene ( GLA ) .,B I O B O O B I I O O O B I I I I I I I O O O O O O O O O O O O O O O,13
5724,5724,The enzymatic defect leads to the systemic accumulation of neutral glycosphingolipids with terminal alpha - galactosyl moieties .,O O O O O O O O O O O O O O O O O O,13
5725,5725,"Clinically , affected hemizygous males have angiokeratoma , severe acroparesthesia , renal failure , and vasculopathy of the heart and brain .",O O O O O O B O B I O B I O O B I I I I I O,13
5726,5726,"While demonstration of alpha - galactosidase deficiency in leukocytes is diagnostic in affected males , enzymatic detection of female carriers is often inconclusive , due to random X - chromosomal inactivation , underlining the need of molecular investigations for accurate genetic counseling .",O O O B I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,13
5727,5727,"By use of chemical cleavage of mismatches adapted to fluorescence - based detection systems , we have characterized the mutations underlying alpha - Gal A deficiency in 16 individuals from six unrelated families with FD .",O O O O O O O O O O O O O O O O O O O O O B I I I I O O O O O O O O B O,13
5728,5728,"The mutational spectrum included five missense mutations ( C202W , C223G , N224D , R301Q , and Q327K ) and one splice - site mutation [ IVS3 G ( - 1 ) - - > C ] .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,13
5729,5729,Studies at the mRNA level showed that the latter led to altered pre - mRNA splicing with consequent alteration of the mRNA translational reading frame and generation of a premature termination codon of translation .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,13
5730,5730,"By use of this strategy , carrier status was accurately assessed in all seven at - risk females tested , whereas enzymatic dosages failed to diagnose or exclude heterozygosity . .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,13
5731,5731,Prenatal diagnosis by FISH in a family with Pelizaeus - Merzbacher disease caused by duplication of PLP gene .,O O O O O O O O B I I I O O O O O O O,13
5732,5732,A diagnosis of Pelizaeus - Merzbacher disease ( MIM 312080 ) was made in a young boy .,O O O B I I I O O O O O O O O O O O,13
5733,5733,No mutation in the coding region of the proteolipid protein ( PLP ) gene had been found .,O O O O O O O O O O O O O O O O O O,13
5734,5734,The boys maternal aunt came for prenatal diagnosis when 16 + weeks pregnant and carrying a male fetus .,O O O O O O O O O O O O O O O O O O O,13
5735,5735,"Samples were tested for duplication of the PLP gene , by interphase FISH , in lymphocyte preparations from the proband , his aunt and an amniotic fluid cell preparation from the fetus .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,13
5736,5736,"The proband was found to carry the duplication , thus confirming the diagnosis of Pelizaeus Merzbacher disease , but neither the aunt nor the fetus carried a duplication . .",O O O O O O O O O O O O O O B I I O O O O O O O O O O O O O,13
5737,5737,Dominant negative effect of the APC1309 mutation : a possible explanation for genotype - phenotype correlations in familial adenomatous polyposis .,O O O O O O O O O O O O O O O O O B I I O,13
5738,5738,Inactivation of the adenomatous polyposis coli ( APC ) gene product initiates colorectal tumorigenesis .,O O O B I I O B O O O O O O O,13
5739,5739,Patients with familial APC ( FAP ) carry germ - line mutations in the APC gene and develop multiple colorectal adenomas and subsequent carcinomas early in life .,O O B I O B O O O O O O O O B O O O O B I O O B O O O O,13
5740,5740,The severity of the disease correlates with the position of the inherited APC mutation ( genotype - phenotype correlation ) .,O O O O O O O O O O O O B O O O O O O O O,13
5741,5741,"Together with the fact that both germ - line and sporadic APC mutations cluster in the central region of the APC gene , this points to a dominant negative effect of certain APC mutants .",O O O O O O O O O O O B O O O O O O O O B O O O O O O O O O O O B O O,13
5742,5742,Loss of APC function was recently shown to result in enhanced beta - catenin - / Tcf - mediated transcription in colon epithelial cells .,O O B O O O O O O O O O O O O O O O O O O O O O O,13
5743,5743,"Here , we provide experimental evidence for a dominant negative effect of APC gene products associated with severe polyposis .",O O O O O O O O O O O O B O O O O O B O,13
5744,5744,Wild - type APC activity in beta - catenin - / Tcf - mediated transcription was strongly inhibited by a mutant APC that is truncated at codon 1309 .,O O O B O O O O O O O O O O O O O O O O O B O O O O O O O,13
5745,5745,"In contrast , mutant APC gene products that are associated with attenuated polyposis ( codon 386 or 1465 ) interfered only weakly with wild - type APC activity .",O O O O B O O O O O O B I O O O O O O O O O O O O O B O O,13
5746,5746,"These results suggest a molecular explanation for the genotype - phenotype correlation in FAP patients and support the idea that colorectal tumor growth might be , in part , driven by selection for a mutation in the mutation cluster region . .",O O O O O O O O O O O O O B O O O O O O B I O O O O O O O O O O O O O O O O O O O O,13
5747,5747,BRCA1 interacts with components of the histone deacetylase complex .,O O O O O O O O O O,13
5748,5748,Germ - line mutations in the BRCA1 tumor - suppressor gene are associated with an increased susceptibility to breast and ovarian cancer .,O O O O O O O O O O O O O O O O O O B I I I O,13
5749,5749,BRCA1 contains a carboxyl - terminal domain ( BRCT ) that is shared with several other proteins involved in maintaining genome integrity .,O O O O O O O O O O O O O O O O O O O O O O O,13
5750,5750,"In an effort to understand the function of BRCA1 , we sought to isolate proteins that interact with the BRCT domain .",O O O O O O O O O O O O O O O O O O O O O O,13
5751,5751,Purified BRCT polypeptide was used as a probe to screen a human placenta cDNA expression library by Far Western analysis .,O O O O O O O O O O O O O O O O O O O O O,13
5752,5752,"Here we report that BRCA1 interacts in vivo and in vitro with the Rb - binding proteins , RbAp46 and RbAp48 , as well as with Rb .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O,13
5753,5753,"Moreover , the BRCT domain associates with the histone deacetylases HDAC1 and HDAC2 .",O O O O O O O O O O O O O O,13
5754,5754,"These results demonstrate that BRCA1 interacts with components of the histone deacetylase complex , and therefore may explain the involvement of BRCA1 in multiple processes such as transcription , DNA repair , and recombination . .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,13
5755,5755,Combined genetic deficiency of C6 and C7 in man .,B I I I I I I O O O,13
5756,5756,"By routine screening of sera , a subject was discovered who showed a sub - total deficiency of C6 and C7 .",O O O O O O O O O O O O O B I I I I I I I O,13
5757,5757,"No clinical disease was associated with this deficiency which was transmitted through the subjects family as a single genetic characteristic , the C6 deficiency being associated with a silent allele at the structural locus .",O O O O O O O O O O O O O O O O O O O O O O B I O O O O O O O O O O O,13
5758,5758,"The propositus was found to have low quantities of an abnormal C6 which was both antigenically deficient and smaller in size than normal C6 ( 110 , 000 daltons compared with 140 , 000 daltons ) and small quantities of apparently normal C7 .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,13
5759,5759,It is concluded that the most likely explanation for this defect is that the subject has a structural mutation in his C6 gene which produces hyopsynthesis not only of C6 but also of the closely linked gene for C7 .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,13
5760,5760,These findings suggest the possibility that C6 and C7 may function as a single genetic unit and that the primary transcript copied from the genome includes information for both proteins . .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,13
5761,5761,Changes at P183 of emerin weaken its protein - protein interactions resulting in X - linked Emery - Dreifuss muscular dystrophy .,O O O O O O O O O O O O O B I I I I I I I O,13
5762,5762,"Emery - Dreifuss muscular dystrophy ( EDMD ) is an X - linked recessive muscular dystrophy characterized by early contractures of the elbows , Achilles tendons and spine , slowly progressive muscle wasting and weakness , and cardiomyopathy associated with cardiac conduction defects .",B I I I I O B O O O B I I I I I O O O B I I I I I I I I O O O B I O B O O B O O B I I O,13
5763,5763,"The emerin gene has been mapped to Xq28 and encodes a 34 - kDa serine - rich protein , emerin , which has been localized to the nuclear envelope in a wide variety of tissues , including skeletal and cardiac muscle .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,13
5764,5764,Mutations spanning the emerin gene have been identified in patients with EDMD .,O O O O O O O O O O O B O,13
5765,5765,"We present here the effect , on emerin protein expression , of two missense mutations identified in unrelated EDMD patients .",O O O O O O O O O O O O O O O O O O B O O,13
5766,5766,These alterations predict the replacement of a proline residue at position 183 with either a histidine or a threonine .,O O O O O O O O O O O O O O O O O O O O,13
5767,5767,"Biochemical analysis has demonstrated that the mobility and expression levels of the mutant forms of emerin are indistinguishable from that of wild - type emerin , but that they have weakened interactions with nuclear lamina components .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,13
5768,5768,"In comparison with the usual EDMD phenotype , patients with P183 missense mutations have a later age at onset of first symptoms , elbow contractures , ankle contractures , upper limb weakness and lower limb weakness , but there is no difference for the age at onset of cardiac involvement .",O O O O O B O O O O O O O O O O O O O O O O O B I O B I O B I I O B I I O O O O O O O O O O O O B I O,13
5769,5769,This is the first report of protein studies on patients with missense mutations resulting in the clinical features of EDMD .,O O O O O O O O O O O O O O O O O O O B O,13
5770,5770,These studies demonstrate the importance of proline 183 for the proper structure / function of emerin . .,O O O O O O O O O O O O O O O O O O,13
5771,5771,Microdeletions at chromosome bands 1q32 - q41 as a cause of Van der Woude syndrome .,O O O O O O O O O O O B I I I O,13
5772,5772,Van der Woude syndrome ( VWS ) is an autosomal dominant disorder comprising cleft lip and / or cleft palate and lip pits .,B I I I O B O O O B I I O B I O O O B I O B I O,13
5773,5773,"We reported previously a family whose underlying mutation is a 500 - 800 kb deletion localized to chromosome bands 1q32 - q41 [ Sander et al . , 1994 Hum Mol Genet 3 576 - 578 ] .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,13
5774,5774,"Along with cleft lip / palate and lip pits , affected relatives exhibit developmental delays , suggesting that the function of a gene nearby may also be disrupted .",O O B I I I O B I O O O O B I O O O O O O O O O O O O O O,13
5775,5775,To further localize the VWS gene we searched for other deletions that cause VWS .,O O O O B O O O O O O O O B O,13
5776,5776,"An allele loss assay was performed using a novel highly polymorphic marker , D1S3753 .",O O O O O O O O O O O O O O O,13
5777,5777,"From a panel of 37 unrelated individuals , we detected an allele loss in one family , indicating the presence of a deletion .",O O O O O O O O O O O O O O O O O O O O O O O O,13
5778,5778,"In this family , the phenotype in three generations of affected individuals was confined to the cardinal signs of VWS .",O O O O O O O O O O O O O O O O O O O B O,13
5779,5779,"Surprisingly , mapping of the new deletion showed that it extended 0 .",O O O O O O O O O O O O O,13
5780,5780,2 - 1 Mb beyond the proximal breakpoint for the deletion described previously .,O O O O O O O O O O O O O O,13
5781,5781,"No deletions were detected in seven cases of popliteal pterygia syndrome , 76 cases of mixed syndromic forms of cleft lip and palate , and 178 cases of nonsyndromic cleft lip and palate .",O O O O O O O O B I I O O O O O B I I I I I I O O O O O B I I I I O,13
5782,5782,"Splicing defects in the ataxia - telangiectasia gene , ATM : underlying mutations and consequences .",O O O O B I I O O O O O O O O O,13
5783,5783,Mutations resulting in defective splicing constitute a significant proportion ( 30 / 62 [ 48 % ] ) of a new series of mutations in the ATM gene in patients with ataxia - telangiectasia ( AT ) that were detected by the protein - truncation assay followed by sequence analysis of genomic DNA .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I O B O O O O O O O O O O O O O O O O O O,13
5784,5784,Fewer than half of the splicing mutations involved the canonical AG splice - acceptor site or GT splice - donor site .,O O O O O O O O O O O O O O O O O O O O O O,13
5785,5785,"A higher percentage of mutations occurred at less stringently conserved sites , including silent mutations of the last nucleotide of exons , mutations in nucleotides other than the conserved AG and GT in the consensus splice sites , and creation of splice - acceptor or splice - donor sites in either introns or exons .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,13
5786,5786,"These splicing mutations led to a variety of consequences , including exon skipping and , to a lesser degree , intron retention , activation of cryptic splice sites , or creation of new splice sites .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,13
5787,5787,"In addition , 5 of 12 nonsense mutations and 1 missense mutation were associated with deletion in the cDNA of the exons in which the mutations occurred .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O,13
5788,5788,No ATM protein was detected by western blotting in any AT cell line in which splicing mutations were identified .,O O O O O O O O O O B O O O O O O O O O,13
5789,5789,"Several cases of exon skipping in both normal controls and patients for whom no underlying defect could be found in genomic DNA were also observed , suggesting caution in the interpretation of exon deletions observed in ATM cDNA when there is no accompanying identification of genomic mutations . .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,13
5790,5790,Alpha - cardiac actin is a novel disease gene in familial hypertrophic cardiomyopathy .,O O O O O O O O O O B I I O,13
5791,5791,We identified the alpha - cardiac actin gene ( ACTC ) as a novel disease gene in a pedigree suffering from familial hypertrophic cardiomyopathy ( FHC ) .,O O O O O O O O O O O O O O O O O O O O O B I I O B O O,13
5792,5792,"Linkage analyses excluded all the previously reported FHC loci as possible disease loci in the family studied , with lod scores varying between - 2 .",O O O O O O O B O O O O O O O O O O O O O O O O O O,13
5793,5793,5 and - 6 .,O O O O O,13
5794,5794,0 0 .,O O O,13
5795,5795,"Further linkage analyses of plausible candidate genes highly expressed in the adult human heart identified ACTC as the most likely disease gene , showing a maximal lod score of 3 .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,13
5796,5796,6 6 .,O O O,13
5797,5797,Mutation analysis of ACTC revealed an Ala295Ser mutation in exon 5 close to 2 missense mutations recently described to cause the inherited form of idiopathic dilated cardiomyopathy ( IDC ) .,O O O O O O O O O O O O O O O O O O O O O O O O B I I O B O O,13
5798,5798,"Overgrowth of oral mucosa and facial skin , a novel feature of aspartylglucosaminuria .",B I I I I I I O O O O O B O,13
5799,5799,Aspartylglucosaminuria ( AGU ) is a lysosomal storage disorder caused by deficiency of aspartylglucosaminidase ( AGA ) .,B O B O O O B I I O O B I I O O O O,13
5800,5800,The main symptom is progressive mental retardation .,O O O O O B I O,13
5801,5801,"A spectrum of different mutations has been reported in this disease , one missense mutation ( Cys163Ser ) being responsible for the majority of Finnish cases .",O O O O O O O O O O O O O O O O O O O O O O O O O O O,13
5802,5802,We were able to examine 66 Finnish AGU patients for changes in the oral mucosa and 44 of these for changes in facial skin .,O O O O O O O B O O O O O O O O O O O O O O O O O,13
5803,5803,"Biopsy specimens of 16 oral lesions , 12 of them associated with the teeth , plus two facial lesions were studied histologically .",O O O O O O O O O O O O O O O O O B I O O O O,13
5804,5804,Immunohistochemical staining for AGA was performed on 15 oral specimens .,O O O O O O O O O O O,13
5805,5805,"Skin was seborrhoeic in adolescent and adult patients , with erythema of the facial skin already common in childhood .",O O O O O O O O O O B I I I I O O O O O,13
5806,5806,"Of 44 patients , nine ( 20 % ) had facial angiofibromas , tumours primarily occurring in association with tuberous sclerosis .",O O O O O O O O O O B I O B O O O O O B I O,13
5807,5807,Oedemic buccal mucosa ( leucoedema ) and gingival overgrowths were more frequent in AGU patients than in controls ( p < 0 . 001 ) .,B I I O B O O B I O O O O B O O O O O O O O O O O O,13
5808,5808,"Of 16 oral mucosal lesions studied histologically , 15 represented fibroepithelial or epithelial hyperplasias and were reactive in nature .",O O B I I O O O O O B I I I O O O O O O,13
5809,5809,Cytoplasmic vacuolisation was evident in four .,O O O O O O O,13
5810,5810,"Immunohistochemically , expression of AGA in AGU patients mucosal lesions did not differ from that seen in corresponding lesions of normal subjects .",O O O O O O B O B I O O O O O O O O O O O O O,13
5811,5811,"Thus , the high frequency of mucosal overgrowth in AGU patients does not appear to be directly associated with lysosomal storage or with alterations in the level of AGA expression .",O O O O O O B I O B O O O O O O O O O O O O O O O O O O O O O,13
5812,5812,"Characterization of a germline mosaicism in families with Lowe syndrome , and identification of seven novel mutations in the OCRL1 gene .",O O O O O O O O B I O O O O O O O O O O O O,13
5813,5813,"The oculocerebrorenal syndrome of Lowe ( OCRL ) is an X - linked disorder characterized by major abnormalities of eyes , nervous system , and kidneys .",O B I I I O B O O O B I I I O O O B I I I I I I I I O,13
5814,5814,Mutations in the OCRL1 gene have been associated with the disease .,O O O O O O O O O O O O,13
5815,5815,"OCRL1 encodes a phosphatidylinositol 4 , 5 - biphosphate ( PtdIns [ 4 , 5 ] P2 ) 5 - phosphatase .",O O O O O O O O O O O O O O O O O O O O O O,13
5816,5816,We have examined the OCRL1 gene in eight unrelated patients with OCRL and have found seven new mutations and one recurrent in - frame deletion .,O O O O O O O O O O O B O O O O O O O O O O O O O O,13
5817,5817,"Among the new mutations , two nonsense mutations ( R317X and E558X ) and three other frameshift mutations caused premature termination of the protein .",O O O O O O O O O O O O O O O O O O O O O O O O O,13
5818,5818,"A missense mutation , R483G , was located in the highly conserved PtdIns ( 4 , 5 ) P2 5 - phosphatase domain .",O O O O O O O O O O O O O O O O O O O O O O O O,13
5819,5819,"Finally , one frameshift mutation , 2799delC , modifies the C - terminal part of OCRL1 , with an extension of six amino acids .",O O O O O O O O O O O O O O O O O O O O O O O O O,13
5820,5820,"Altogether , 70 % of missense mutations are located in exon 15 , and 52 % of all mutations cluster in exons 11 - 15 .",O O O O O O O O O O O O O O O O O O O O O O O O O O,13
5821,5821,"We also identified two new microsatellite markers for the OCRL1 locus , and we detected a germline mosaicism in one family .",O O O O O O O O O O O O O O O O O O O O O O,13
5822,5822,This observation has direct implications for genetic counseling of Lowe syndrome families . .,O O O O O O O O O B I O O O,13
5823,5823,MEFV - Gene analysis in armenian patients with Familial Mediterranean fever : diagnostic value and unfavorable renal prognosis of the M694V homozygous genotype - genetic and therapeutic implications .,O O O O O O O O B I I O O O O O O O O O O O O O O O O O O,13
5824,5824,Familial Mediterranean fever ( FMF ) is a recessively inherited disorder that is common in patients of Armenian ancestry .,B I I O B O O O B I I O O O O O O O O O,13
5825,5825,"To date , its diagnosis , which can be made only retrospectively , is one of exclusion , based entirely on nonspecific clinical signs that result from serosal inflammation and that may lead to unnecessary surgery .",O O O O O O O O O O O O O O O O O O O O O O O O O O O B I O O O O O O O O,13
5826,5826,"Renal amyloidosis , prevented by colchicine , is the most severe complication of FMF , a disorder associated with mutations in the MEFV gene .",B I O O O O O O O O O O O B O O O O O O O O O O O,13
